,0
Mungi Engineers Private Limited,80000
Apt Infrastructure Private Limited,80000
Rmsi Private Limited,80000
Sidhhartha Corporation Private Limited,77617
Ucam Private Limited,72500
Indsil Hydro Power And Manganese Limited,66000
Natraj Proteins Limited,63650
Kmv Projects Limited,60000
Lemon Tree Land & Developers Private Limited,58782
Axa Technologies Shared Services Private Limited,54000
R.R.Thulasi Builders (India) Private Limited,52000
Nseit Limited,51367
Gayatrishakti Paper & Boards Limited,51000
Alchemy Capital Management Private Limited,50000
Navdeep Chemicals Private Limited,50000
Umsl Limited,50000
Salona Cotspin Limited,48320
Indo- National Limited,46056
Bodal Chemicals Limited,44700
Positive Packaging Industries Limited,44660
Filatex India Ltd(Tr.Co.From Delhi),41798
Hitachi Home And Life Solutions (India ) Limited,41000
Astec Lifesciences Limited,41000
South Asia Fm Limited,40000
Mepco Industries Limited,39359
Control Techniques India Private Limited,38856
Idfc Securities Limited,38000
Dakshin Gujarat Vij Company Limited,35000
Gaursons Hi-Tech Infrastructure Private Limited,26938
Dotex International Limited,26861
Rswm Limited,26000
Pooja Forge Limited,25000
Seven Islands Shipping Limited,25000
Distant Frontiers Tours Private Limited,23049
Orient Fashion Exports (India) Private Limited,21000
Capita India Private Limited,21000
Nabard Financial Services Limited,20000
Maheshwari (Thaltej) Complex Private Limited,16500
Agility Logistics Private Limited,16000
Amr Power Private Limited,15080
Lapp India Private Limited,15000
Mink Tradecom Private Limited,15000
Dss Imagetech Private Limited,12200
Gujarat Ambuja Exports Limited,11000
Aimil Limited,10450
Arjuna Natural Extracts Ltd,10000
Tmf Holdings Limited,9177
City Corporation Limited,8260
Family Credit Limited,8000
Adhunik Infrastructures Private Limited,5580
The Kumbakonam Mutual Benefit Fund Limited,5250
Tempel Precision Metal Products India Private Limited,5000
Parveen Industries Pvt Ltd,2400
Emco Limited,2000
Mahle Filter Systems (India) Private Limited,1770
Lakshya Food (India) Limited,1030
Odisha Hydro Power Corporation Limited,135
Kse Limited,30
Kpmg Global Delivery Center Private Limited,21
Bimetal Bearings Limited,15
Navi Mumbai Sez Private Limited,14
Devi Sea Foods Limited,11
Grm Overseas Limited (Ltd. Co. With Part Ix),10
Hindustan Syringes And Medical Devices Limited,10
Rex-Tone Industries Limited,8
Sree Satyanarayana Spinning Mills Ltd,8
Sanzyme Private Limited,7
Wires And Fabriks (Sa) Ltd,6
Universal Medicare Private Limited,2
Karnataka Plastoo Industries Private Limited,2
Miraj Products Private Limited,2
Broadcom Communications Technologies Private Limited,1
Zen Tradelink Private Limited,1
Durovalves India Private Limited,0
Nahar Poly Films Limited,0
Cbc Corporation (India) Private Limited,0
Sms Shivnath Infrastructure Private Limited,0
Sri Nukala Rama Koteswara Rao Textiles Private Limited,0
Jupiter Life Line Hospitals Limited,0
The Industrial Development Corporation Of Odisha Limited,0
Dar Al-Handasah Consultants (Shair & Partners) India Private Limited,0
R.M.Chemicals Pvt Ltd,0
Eye Foundation Limited,0
Andhra Pradesh Heavy Machinery And Engineering Ltd,0
Andhra Pradesh Gas Power Corporation Limited,0
Varroc Polymers Private Limited,0
Ankit India Limited,0
Shreehari Associates Private Limited,0
Indiabulls Commercial Credit Limited,0
Lotus Wireless Technologies India Private Limited,0
Samkrg Pistons And Rings Limited,0
Covidien Healthcare India Private Limited,0
Spicer India Private Limited,0
Omnicom Media Group India Private Limited,0
San Engineering And Locomotive Company Limited.,0
D.S.R. Infrastructure Private Limited,0
Kumaragiri Spinnerss Private Limited,0
Rudolf Atul Chemicals Limited,0
Swiss Glascoat Equipments Limited,0
Alstom T & D India Limited,0
Alstom India Limited,0
Deepkiran Foods Private Limited,0
Computer Sciences Corporation Business Process Services India Private Limited,0
Mahesh Edible Oil Industries Limited,0
Shree Ram Colloids Private Limited,0
Western Drugs Limited,0
Rishabh Constructions Private Limited,0
Bma Stainless Limited,0
Infinity Infotech Parks Limited,0
Shalimar Wires Industries Limited,0
West Bengal State Seed Corpn Ltd,0
Schott Kaisha Private Limited,0
Pacific Industries Limited,0
Bas Engineering Private Limited,0
Chhattisgarh Rajya Van Vikas Nigam Limited,0
Piaggio Vehicles Private Limited,0
Jade Blue Lifestyle India Limited,0
Loyal Textile Mills Limited,0
Sita Information Networking Computing (India) Private Limited,0
Beardsell Limited,0
Bellflower Properties Private Limited,0
Sree Annapoorna Sree Gowrishankar Hotels  Private Limited,0
Industrial And Prudential Investment Company Limited,0
Nehru Place Hotels And Real Estates Private Limited,0
Electro Pneumatics And Hydraulics (India) Pvt Ltd,0
Sunworld Developers Private Limited,0
Itares Shoes Private Limited,0
Moody International (India) Private Limited,0
Aksh Optifibre Limited,0
Citland Commercial Credits Limited,0
New Consolidated Construction Company Limited,0
U P Purva Sainik Kalyan Nigam Limited,0
Yajur Commodities Limited,0
Metlloy Trading Services Private Limited,0
A V Thomas Leather & Allied Products Private Limited,0
Nectar Beverages Private Limited,0
Cirex Pharmaceuticals Limited,0
Pharmazell (India) Private Limited,0
Sadbhav Infrastructure Project Limited,0
Roto Pumps Limited,0
R.K. Infracorp Private Limited,0
Dnp Limited,0
Intellect Design Arena Limited,0
Ayushajay Construction Private Limited,0
Cello Writing Instruments And Containers  Private Limited,0
Svs Mookambika Constructions Private Limited,0
Applabs Technologies Private Limited,0
Lucy Electric India Private Limited,0
Venus Home Appliances Private Limited,0
Leather Crafts (India) Private Limited,0
Amadeus Software Labs India Private Limited,0
Keystone Infra Private Limited,0
Delhi Msw Solutions Limited,0
Unimed Health Care Private Limited,0
Sealwel Corporation Private Limited,0
Ushodaya Enterprises Private Limited,0
Spacenet Enterprises India Limited,0
Digboi Carbon Private Limited,0
Calderys India Refractories Limited,0
Proconnect Supply Chain Solutions Limited,0
Cyberabad Convention Centre Private Limited,0
Monotech Systems Limited,0
Manali Petrochemicals Limited,0
Rane Engine Valve Limited,0
Neeyamo Enterprise Solutions Private Limited,0
Chennai Metro Rail Limited,0
Kriti Nutrients Limited,0
Ruchi Infrastructure Limited,0
Rasi Tex India Private Limited,0
Brillio Technologies Private Limited,0
Microchip Technology (India) Private Limited,0
Chamundeswari Build-Tech Private Limited,0
Sonata Information Technology Limited,0
Rohan Dyes And Intermediates Ltd,0
Kpl Exports Private Limited,0
Kanpur Plastipack Limited,0
Misys Software Solutions (India) Private  Limited,0
Promac Engineering Industries Limited,0
Indus Tmt Industries Limited,0
Nahar Capital And Financial Services Limited,0
Nahar Industrial Enterprises Limited,0
Nahar Spinning Mills Ltd,0
K-12 Education Management Private Limited,0
Mysore Polymers And Rubber Products Limited,0
Metricstream Infotech (India) Private Limited,0
Neogenetics Foods Private Limited,0
Pjl Clothing (India) Private Limited,0
Kiranmani Diamonds Private Limited,0
Jubilant Energy Private Limited,0
Teva Api India Private Limited,0
Gujarat Polyfilms Private Limited,0
Firefox Bikes Private Limited,0
Store One Retail India Limited,0
S M I Coated Products Private Limited,0
Kandagiri Spinning Mills Limited,0
Sony India Software Centre Private Limited,0
Smruthi Organics Ltd,0
Kiran Gems Private Limited,0
Jupiter Laminators Private Limited,0
Vast Integrated Services Limited,0
Medi Assist India Tpa Private Limited,0
Fnf India Private Limited,0
Mahalaxmi Tmt Private Limited,0
