,0
Tecnotree Convergence Private Limited,2060014
Smart Cube India Private Limited,2060000
Osc Services Private Limited,2057314
Visakha Container Terminal Private Limited,2053621
Dalmia Cement East Limited,2053464
K M Sugar Mills Limited,2052753
Certification Engineers International Limited,2047000
Parasakti Cement Industries Limited,2044000
Navayuga Engineering Company Limited,2040000
Kinetic Advertising India Private Limited,2038577
Maharashtra State Seeds Corporation Limited,2036714
Luna Chemical Industries Private Limited,2036693
M K Agrotech Private Limited,2035000
Apollo Earthmovers Limited (Deemed Public Company),2034000
Infinite Computer Solutions (India) Limited,2030000
Mashobra Resort Limited,2028534
Oswal Woollen Mills Ltd,2026627
K Steamship Agencies Private Limited,2022678
Arvindbhai Bechardas Jewellers Private Limited,2022300
Jasani India Private Limited,2022000
Lona Industries Limited,2022000
P D P Steels Ltd,2021000
Picturehouse Media Limited,2011000
The Printers (Mysore) Private Limited,2009036
S.B. Reshellers Private Limited,2005000
Chaithanya Projects Private Limited,2003962
Benzo Chem Industries Pvt Ltd,2001000
Vf Brands India Private Limited,2000584
Premier Spg And Wvg Mills Private Limited,2000000
Matrix India Entertainment Consultants Private Limited,2000000
Etisalat Software Solutions Private Limited,2000000
Mitutoyo South Asia Private Limited,2000000
Lakshmi Card Clothing Mfg. Company Private Limited,2000000
Latent View Analytics Private Limited,2000000
Hdfc Venture Capital Limited,2000000
J. Ray Mcdermott Engineering Services Private Limited,2000000
A B T Limited,2000000
Humboldt Wedag India Private Limited,2000000
Alp Nishikawa Company Private Limited,2000000
State Industries Promotion Corporation Of Tamilnadu Limited,2000000
Mili Consultants And Investment Pvt Ltd,2000000
Rsm Estates Limited,2000000
Birdie Investments (Madras) Private Limited,2000000
Hindustan Platinum Private Limited,2000000
Aditya Music (India) Private Limited,2000000
Camlin Fine Sciences Limited,2000000
T Stanes And Company Limited,2000000
Apeejay Tea Limited,2000000
High Grade Industries (India) Private Limited,2000000
Honavar Electrodes Private Limited,2000000
Clearcorp Dealing Systems (India) Limited,2000000
Irep Credit Capital Private Limited,2000000
P F I L Securities Limited,2000000
Jubilant Foodworks Limited,2000000
Beehive Communications Private Limited,2000000
Hdfc Holdings Limited,2000000
Brindavan Agro Industries Private Limited Trs From Up To Delhi,2000000
Kader Exports Private Limited,2000000
The Kumbakonam Mutual Benefit Fund Limited,2000000
Malco Energy Limited,2000000
Universal Trading Co.Ltd.,2000000
Arcum Engineering Pvt Ltd,2000000
Freudenberg Performance Materials India Private Limited,2000000
Goyal And Co (Constructions)Pvt Ltd,2000000
Bharat Re-Insurance Brokers Private Limited,2000000
Gripwel Fasteners Private Limited,2000000
Synpol Products Private Limited,2000000
Rusan Pharma Limited,2000000
Forge And Forge Private Limited,2000000
Rajkamal Builders Infrastructure Private  Limited,2000000
Ranger Apparel Export Private Limited,2000000
Lakhani Dyestuffs Private Limited,2000000
Health & Glow Retailing Private Limited,1999000
Autonomy Software Asia Private Limited,1995841
Sarin Technologies India Private Limited,1994430
P C Chandra (Gems) Private Limited,1994000
Shyam Ferro Alloys Ltd.,1992000
Nomura Financial Advisory And Securities  (India) Private Limited,1987259
Ramprastha Promoters And Developers Priv Ate Limited,1986923
Vibhor Vaibhav Infrahome Private Limited,1980000
Aparna Enterprises Limited,1980000
Ml Infoway Projects Private Limited,1975000
Globally Managed Services India Private Limited,1971033
Aska Equipments Limited (Transfered From  Maharashtra),1971000
Shoft Shipyard Private Limited,1971000
D.B. Corp Limited,1958826
Caprihans India Limited,1958000
Metkore Alloys & Industries Limited,1953040
Analog Devices India Private Limited,1952855
Pernod Ricard India Private Limited,1950000
Arthanari Loom Centre Textile Private Limited,1950000
J. P. Morgan Advisors India Private Limited,1950000
Frost International Limited,1950000
Pelicans Automotive & Promotional Products Private Limited,1950000
Maini Precision Products Limited,1949904
Rishi Kiran Logistics Private Limited,1947476
K Patel Chemo-Pharma Private Limited,1947400
Orris Infrastructure Private Limited,1943590
Henkel Adhesives Technologies India Private Limited,1940000
Bokaro Power Supply Company Private Limited,1926229
Erudite Eduventures Private Limited,1925000
Digboi Carbon Private Limited,1923645
Central U.P. Gas Limited,1920000
Merchant Shipping Services Private Limited,1919000
Messe Frankfurt Trade Fairs India Private Limited,1915000
Himadri Speciality Chemical Limited,1915000
Veto Switchgears And Cables Limited,1906430
Madhya Pradesh Rajya Van Vikas Nigam Limited,1904000
Shree Pushkar Chemicals & Fertilisers Limited,1900000
Shanthi Gears Limited,1900000
Harsh Constructions Private Limited,1900000
Shriram Life Insurance Company Limited,1900000
Lucas Tvs Limited,1900000
Grt Hotels And Resorts Private Limited,1900000
Sree Annapoorna Sree Gowrishankar Hotels  Private Limited,1900000
Bt (India) Private Limited,1900000
Lumax Dk Auto Industries Limited,1900000
Enrich Agro Food Products Private Ltd,1900000
J Thomas & Co Pvt Ltd,1900000
Idfc Asset Management Company Limited,1900000
Dr I T M Limited,1900000
Naga Limited,1900000
Prometric Testing Private Limited Tfr. From Delhi To Haryana,1897204
Orix Leasing & Financial Services India Limited,1896940
Vimta Labs Limited,1896478
Metro Global Business Services Private Limited,1895976
Rohan Builders (India) Private Limited,1890550
Diamond Infrastructure Private Limited,1885000
Mohan Spintex India Limited,1882939
Sharda Cropchem Limited,1873918
Samsara Shipping Private Limited,1872405
Sula Vineyards Private Limited,1871000
Ace Multi Axes Systems Limited,1862000
Binani Cement Limited,1861000
Anand Cy Myutec Automotive Private Limited,1860000
Omax Autos Limited,1859000
Dev Priya Products Private Limited,1856977
Sanspareils Greenlands Private Limited,1850658
Csl Finance Limited,1850000
Baazar Retail Limited,1850000
Illuminati Trading Private Limited,1850000
Shreenath Smart Technologies Private Limited,1850000
Sonata Finance Private Limited,1848396
Bunge India Private Limited,1843836
Inani Marbles And Industries Ltd.,1840649
Ambuthirtha Power Private Limited,1838394
Shriprop Housing Private Limited,1838279
Powerband Industries Private Limited,1827440
Nitco Logistics Private Limited,1826675
Vippy Industries Limited,1826291
Dte Exports Pvt Ltd,1823436
Mangalore Electricity Supply Company Limited,1822847
Igus (India) Private Limited,1820263
M.P. Agrotonics Limited,1816000
Kay Jay Forgings Private Limited,1815316
Tommy Hilfiger Arvind Fashion Private Limited,1812024
Prashant Castech Private Limited,1812000
Devi Sea Foods Limited,1809000
Finar Limited,1808000
Atrenta (India) Private Limited,1807680
Clean Wind Power (Devgarh) Private Limited,1805056
Magma Fincorp Limited,1805000
Lakshmi Electrical Control Systems Limited,1800000
Ajay Industrial Corporation Limited.,1800000
Techindia Infoway Private Limited,1800000
Sundaram Dynacast Private Limited,1800000
Patel Infrastructure Private Limited,1800000
Kurlon Enterprise Limited,1800000
A L M Industries Limited,1800000
Beroe Consulting India Private Limited,1800000
Aparna Infrahousing Private Limited (Part Ix ),1800000
L&T-; Mhps Boilers Private Limited,1800000
Zen Linen International Private Limited,1800000
Martin Spinning Mills And Agencies Private Limited,1800000
Vast Integrated Services Limited,1800000
Eye Foundation Limited,1800000
Tsr Darashaw Limited,1800000
Desons Holdings And Finance Pvt Ltd,1800000
Athenahealth Technology Private Limited,1800000
The Karnataka Bank Limited,1800000
Sripathi Paper And Boards Private Limited,1800000
Raheja Developers Limited,1800000
Badve Autocomps Private Limited,1800000
Sarveshwar Foods Limited,1800000
Yamazaki Mazak India Private Limited,1794400
Microchip Technology (India) Private Limited,1788492
B K Roy Pvt Ltd,1785000
Honeywell Electrical Devices And Systems  India Limited,1782000
G Corp Homes Private Limited,1770000
Delta Lens Private Limited,1761569
Alpha Plastomers Private Limited,1760000
Sbicap Trustee Company Limited,1758216
Kamineni Hospitals Private Ltd.,1755000
Paragon Property Enterprises Private Limited,1750000
Fortune Park Hotels Limited,1748000
Srs Real Infrastructure Limited,1747200
S S A International Ltd,1740460
Morgan Stanley Solutions India Private Limited,1740000
Kerala State Industrial Development Corpn Ltd,1737957
Sri Devi Tool Engineers Private Limited,1737069
Carclo Technical Plastics Private Limited,1736755
T P Roy Chowdhury & Co Private Limited,1730000
L-3 Communications India Private Limited,1725000
Valiant Organics Limited,1725000
Vijaynagar Bio-Tech Private Limited,1713006
D. Navinchandra Gems Private Limited,1712300
Bosch Automotive Electronics India Private Limited,1711975
Sree Satyanarayana Spinning Mills Ltd,1710000
Electralloy Special Steel Castings Private Limited,1709000
Aarti International Limited,1705801
Tipsons Financial Services Private Limited,1701293
Helion Advisors Private Limited,1700000
Freight Connection India Private Limited,1700000
West Bengal Medical Services Corporation  Limited,1700000
Tata Toyo Radiator Limited,1700000
Aaiswarya Dyeing Mills Private Limited,1700000
Innovative Textiles Limited,1700000
Indian Energy Exchange Limited,1700000
Citec Engineering India Private Limited,1700000
Neutron Enterprises Private Limited,1700000
Dsl Hydrowatt Private Limited,1700000
Deeplok Securities Limited,1700000
Engineering And Agencies Pvt Ltd,1700000
Ava Cholayil Health Care Private Limited,1700000
Mytrah Energy (India) Private Limited,1700000
Dmi Finance Private Limited,1700000
Agm India Advisors Private Limited,1700000
Trust Investment Advisors Private Limited,1700000
Tvs Upasana Limited,1700000
Express Infrastructure Private Limited,1700000
Petronet Mhb Limited,1687000
Ghaziabad Precision Products Private Limited,1683000
Himachal Pradesh Cricket Association,1682424
Sagitec Solution Pvt Limited,1680000
Sfp Sons (India) Private Limited,1678000
Indapur Dairy And Milk Products Limited,1674211
Gt Nexus Software Private Limited,1666554
Usha Garments Manufacturing Company Private Limited,1662000
Parry Agro Industries Limited,1662000
Green Infra Wind Energy Limited,1660438
Cadmach Machinery Company Private Limited,1660000
Pil Mumbai Private Limited,1655000
North East Transmission Company Limited,1654202
Aquarelle India Private Limited,1650000
Clean Max Enviro Energy Solutions Private Limited,1650000
Polydrug Laboratories Private Limited,1650000
India Tourism Development Corporation Limited,1650000
Sudhakar Pvc Products Private Limited,1650000
International Conveyors Ltd.,1650000
Polyhydron Private Limited,1648200
Dtdc Express Limited,1645000
Worldwide Safety Private Limited,1641500
Ntpc Bhel Power Projects Private Limited,1641000
Goel Ganga Developers (India) Private Limited,1635000
Textile Sourcing And Services Private Limited,1631976
Zydus Healthcare Limited,1629000
Shaily Engineering Plastics Limited,1629000
Koppern Maco Services Private Limited,1625000
Shilp Gravures Limited,1622000
Rmc Gems India Limited,1620000
Ador Welding Limited,1619000
Axiscades Engineering Technologies Limited,1617000
Jsw Infrastructure Limited,1616000
Merlin Projects Ltd.,1614000
Minera Steel & Power Private Limited,1613614
Vbl Innovations Private Limited,1610000
Shakti Pumps (India) Limited,1602350
Varun Motors Private Limited,1601242
Hle Engineers Private Limited,1600000
Keyaram Developers & Hotels Private Limited,1600000
Dhunseri Investments Limited,1600000
Sodium Metal Pvt Ltd,1600000
Kapil Chits (Hyderabad) Private Limited,1600000
Mk Profinlease Private Limited,1600000
Asian Hotels (North) Limited,1600000
Resin Distributors Limited,1600000
G.K. Winding Wires Limited,1600000
Polyplex Corporation Limited,1600000
Methodex Systems Private Limited,1600000
Abci Infrastructures Private Limited,1600000
Psp Projects Limited,1600000
Baba Global Limited.,1600000
Property Ventures (India) Private Limited,1600000
Ravi Infrabuild Projects Private Limited,1600000
Elgi Ultra Industries Limited,1600000
Asian Concretes And Cements Privatelimited,1600000
Idea Cellular Limited,1600000
Nirma Industries Private Limited,1600000
Sankei Giken India Private Limited,1600000
Zee Media Corporation Limited,1600000
Global Edge Software Limited,1600000
Ambadi Enterprises Limited,1600000
Mathrubhumi Printing And Publishing Co Ltd,1599000
Standard Radiators Private Limited,1588000
Globant India Private Limited,1581096
Gumpro Drilling Fluids Private Limited,1578000
Kushal Tradelink Limited,1578000
Sree Rayalaseema Hi-Strength Hypo Limited,1575389
M & B Engineering Limited,1575000
Samsung R&D; Institute India - Bangalore Private Limited,1565000
Jekay International Track Pvt. Ltd.,1562000
Yang Ming Line (India) Private Limited,1560650
Mahidhara Chemicals Private Limited,1558000
Amines And Plasticizers Limited,1550000
Tata Power Renewable Energy Limited,1550000
Ashish Infracon Private Limited,1550000
Deccan Jewellers Private Limited,1549000
Oasis Shipping Private Limited,1537000
Bhaskar Prakashan Pvt Ltd,1535707
Minda Investments Limited,1525000
Mitsubishi Heavy Industries-Vst Diesel Engines Private Limited,1520086
M.S. Khurana Engineering Limited,1520000
Pentel Stationery (India) Private Limited,1518856
Asset Reconstruction Company (India) Limited,1514630
Maben Nidhi Limited,1513000
Arya Omnitalk Wireless Solutions Private Limited,1513000
Arg Developers Private Limited,1512600
Srijan Realty Private Limited,1507850
Rungta Sons Pvt Ltd,1505000
Bajaj Polyblends Private Limited,1505000
Sheba Properties Limited,1500000
Jinabakul Forge Private Limited,1500000
Sethia Oils Ltd,1500000
Dipco Estates Private Limited,1500000
Asia (Chennai) Engineering Company Private Limited,1500000
Regal Vacation Concepts Private Limited,1500000
Axiscades Aerospace & Technologies Private Limited,1500000
Alliance Merchandising Company Private Limited,1500000
Shro Systems Private Limited,1500000
Bhoruka Park Private Limited,1500000
Ge Power India Limited,1500000
Margadarsi Chits (Karnataka) Private Limited,1500000
Viral Alkalis Limited,1500000
Exide Life Insurance Company Limited,1500000
Concentrix Services India Private Limited,1500000
Mangal Tirth Estate Limited,1500000
Dhruvdesh Realty Private Limited,1500000
Cg Marketing Private Limited,1500000
Penam Laboratories Limited,1500000
Thejo Engineering Limited,1500000
Atmaja Developers Private Limited,1500000
Til Healthcare Private Limited,1500000
Crimson Interactive Private Limited,1500000
Sterling Software Private Limited,1500000
Dfm Foods Limited,1500000
R Systems International Limited,1500000
Khyati Realtors Private Limited,1500000
Endemol India Private Limited,1500000
Swal Corporation Limited,1500000
Amadeus Software Labs India Private Limited,1500000
Tamilnadu Police Housing Corpn. Ltd.,1500000
Quality Systems India Healthcare Private Limited,1500000
Wipro Enterprises Private Limited,1500000
Yashi Industries Private Limited,1500000
Khandelia Udyog Private Limited,1500000
Hitesh Plastics Private Limited,1500000
Shri Tradco India Private Limited,1500000
Basant Projects Limited,1500000
Hira Power And Steels Limited,1500000
Global Information Systems Technology Private Limited,1500000
Prodapt Solutions Private Limited,1500000
Kasturi & Sons Limited,1500000
Nv Realty Private Limited,1500000
Jehan Numa Palace Hotel Pvt Ltd,1500000
Dna Entertainment Networks Private Limited,1500000
Grace Davison Chemicals India Private Limited,1500000
Mcarbon Tech Innovation Private Limited,1500000
Intervet India Private Limited,1500000
R1 Rcm Global Private Limited,1492450
Kirloskar Corrocoat Private Limited,1490653
Travancore Rubber And Tea Co Ltd,1490186
Mastana Foods Private Limited,1489921
Siddapur Distilleries Limited,1484889
Metro Medical Services Limited,1484807
Arohan Financial Services Private Limited,1483000
Gestamp Automotive India Private Limited,1482534
Fast Movers Logistics Private Limited,1480000
Medhaj Techno Concept Private Limited,1477000
Gujarat Ambuja Exports Limited,1474555
Kanpur Fertilizers & Cement Limited,1474000
Credit Pointe Services Private Limited,1468916
Man Industries (India) Limited,1467437
L S R Speciality Oils Private Limited,1465000
Kesari Tours Private Limited,1460000
C L Gupta Exports Limited,1459256
Jamipol Limited,1455929
Avakash Properties Private Limited,1450000
Eppendorf India Limited,1450000
Shivshakti Agro ( India ) Limited,1450000
Bostik India Private Limited,1448842
Thakkers Developers Limited,1446354
Electronica Finance Limited,1446000
Dhariyal Polymers Pvt Ltd,1430690
Shell Mrpl Aviation Fuels And Services Limited,1428555
Pubmatic India Private Limited,1428200
Cytel Statistical Software & Services Private Limited,1426909
Wallace Flour Mills Company Private Limited,1426525
Enam Asset Management Company Private Lmited,1426000
Hdfc Investments Limited,1422000
Cuprum Bagrodia Limited,1422000
P G Foils Limited,1420000
Kennametal Shared Services Private Limited,1420000
Sarat Chatterjee & Co (Visakhapatnam) Pvt Ltd,1413058
Talbros Automotive Components Limited,1411000
Sat Kaival Hospital Private Limited,1410520
Atlas Copco (India) Limited,1410000
Arista Networks India Private Limited,1403251
Ivp Ltd,1402000
Ces Limited.,1400000
Baroda Industries Private Limited,1400000
Aksharchem (India ) Limited,1400000
Elan Pharma (India) Private Limited,1400000
Bss Microfinance Private Limited,1400000
Grand Royale Enterprises Limited,1400000
Bnp Paribas Global Securities Operations  Private Limited,1400000
Nutron Pharmaceuticals Private Limited,1400000
Mahalakshmi Infraprojects Limited,1400000
Mmc Infotech Services Private Limited,1400000
Tvs Dynamic Global Freight Services Limited,1400000
Legris India Private Limited,1400000
Roots Industries India Limited,1400000
Vindhyachal Hydro Power Private Limited,1400000
Sirmaxo Chemicals Pvt Ltd,1400000
Bimetal Bearings Limited,1400000
Payal Properties Private Limited,1400000
Valmet Automation Private Limited,1396800
Eurokids International Private Limited,1395681
Bhimji Velji Sorathia Construction Private Limited,1388315
Marks And Spencer (India) Private Limited,1386158
Man Structurals Private Limited,1385500
Essen Multipack Limited,1383805
Open Text Technologies India Private Limited,1379391
Hapag-Lloyd Global Services Private Limited,1375000
Conax Access Systems Private Limited,1373310
The Jorehaut Tea Limited,1365200
Garware Industriees Limited,1365000
Satyam Venture Engineering Services Private Limited,1364399
Biltech Building Elements Limited,1362400
National Steel And Agro Industries Limited,1362000
Mobile2Win India Private Limited,1360000
Dai-Ichi Karkaria Limited,1360000
Open Solutions Software Services Private Limited,1358550
Vizag Hospital And Cancer Research Centre Pvt Ltd,1356310
Mol Information Processing Services (India) Private Limited,1353639
Jagson Colorchem Limited,1353100
B4S Solutions Private Limited,1352128
Amer Investments (Delhi) Limited,1350000
Fine Components And Tools Private Limited,1350000
Ind Aust Maritime Private Limited,1350000
Epsilon Carbon Private Limited,1350000
Igopl Offshore Private Limited,1350000
K.S. Overseas Private Limited,1350000
Unison Pharmaceuticals Private Limited,1348526
Zuventus Healthcare Limited,1345376
Gujarat Intrux Limited,1343203
Geo Connect Limited,1342000
Gt Us Shared Services Center India Private Limited,1340410
Dynafusion Technologies Private Limited,1340000
Endress + Hauser Flowtec (India) Private  Limited,1332976
Abc Bearings Limited,1332000
Shree Agencies P. Ltd. (Transfrom From Culcutta To Rajasthan,1330934
Spark Capital Advisors (India) Private Limited,1330000
Abhijit Realtors & Infraventures Private Limited,1327750
Fundermax India Private Limited,1325636
Prestige Holiday Resorts Private Limited,1325000
Mobileum (India) Private Limited,1325000
Verisign Services India Private Limited,1319632
Anand Automotive Private Limited,1315000
Maharashtra Scooters Ltd,1312000
Indraprastha Shelters Private Limited,1310000
Tricon Infotech Private Limited,1304363
Sayaji Industries Limited,1304000
Shairu Gems Diamonds Private Limited,1302400
Matrix Comsec Private Limited,1301000
Kadimi Tool Manufacturing Company Private Limited,1300700
Commtel Networks Private Limited,1300000
Ba Call Centre India Private Limited,1300000
Dun & Bradstreet Technologies & Data Services Private Limited,1300000
Muthoottu Mini Financiers Limited,1300000
Ipsoft Global Services Private Limited,1300000
Rockwell Collins (India) Enterprises Private Limited,1300000
Penguin Apparels Private Limited,1300000
E-Infochips Limited,1300000
Eminence Equipments Private Limited,1300000
Hes Infra Private Limited,1300000
Sri Durga Condev Private Limited,1300000
Yutaka Autoparts India Private Limited,1300000
Sarvashaktiman Traders Private Limited,1300000
R.A.K.Ceramics India Private Limited,1300000
Pon Pure Chemical India Private Limited,1300000
Pushpak Steel Industries Private Limited,1300000
Gujarat Urban Development Company Limited,1300000
Aapc India Hotel Management Private Limited,1300000
Abil Realty Private Limited,1300000
R.V. Investment And Dealers Ltd,1300000
Rnt Plantations Limited,1300000
Marco Infrastructure Holdings Private Limited,1300000
Fashion Suitings Private Limited,1298262
Dynamic Prestress Projects And Services Private Limited,1296002
Shri Damodar Yarn Manufacturing Pvt Ltd,1294449
Chr.Hansen (India) Private Limited,1291955
Ankur Scientific Energy Technologies Pvt Ltd,1284679
Talbros Engineering Limited,1280879
West Bengal Industrial Development Corpn  Ltd,1280000
Bhole Baba Milk Food Industries (Dholpur) Private Limited.,1275000
Aditya Birla Health Services Limited,1274175
Nedcommodities India Private Limited,1272854
Ashida Electronics Private Limited,1271594
Ntt Data Global Delivery Services Private Limited,1270000
Parth Infrastructure Private Limited,1270000
Hema Laboratories Pvt Ltd,1267302
Macbrout Engineering Private Limited,1265000
Cisco Development India Private Limited,1263963
Mittal Appliances Limited,1261884
Mohindra Fasteners Limited,1260000
H R Organo Chem Private Limited,1260000
A2Z Filtration Specialities Private Limited,1258600
Ups Logistics Private Limited,1258500
Margadarsi Chits Private Limited,1252675
Meso Private Limited,1250000
Fiem Industries Limited,1250000
International Commerce Limited,1250000
Sanzyme Private Limited,1250000
Intas Pharmaceuticals Limited,1247998
42Gears Mobility Systems Private Limited,1245000
Arcadis Consulting India Private Limited,1240000
Jay Jagdamba Profile Engineering Products Limited,1235393
Gravitie Knowledge Services Private Limited,1235000
Acclaris Business Solutions Private Limited,1232140
Tcfc Finance Limited,1230657
Terrier Security Services (India) Private Limited,1230000
Citrix R&D; India Private Limited,1226000
Torpedo Shoes Private Limited,1225000
Bharat Cereals Private Limited,1222725
Micron Instruments Private Limited,1220000
P S Atree And Co Private Limited,1214400
Silver Touch Technologies Limited,1213254
Parijat Industries (India) Private Limited,1212000
Gee Limited,1212000
Qed Agro Systems Private Limited,1211350
Unique Stockbro Private Limited,1211000
Harsco India Services Private Limited,1210000
Asian Hotels (West) Limited,1208000
Ceejay Tobacco Limited,1207077
Sainsons Paper Industries Private Limite D,1206151
Shree Maruti Courier Services Private Limited,1202000
Emco Limited,1202000
Tata Value Homes Limited,1202000
Disha Microfin Private Limited,1200487
The Punjab Produce & Trading Co. Pvt. Ltd.,1200000
Bhartiya International Limited,1200000
Ucal Polymer Industries Limited,1200000
Shiv Edibles Limited,1200000
Brightcareer Consultancy Services Private Limited,1200000
Milan Laboratories (India) Private Limited,1200000
Shivalay Ispat And Power Private Limited,1200000
Vesuvius India Ltd,1200000
Abhilash Chemicals And Pharmaceuticals Private Limited,1200000
Indo Rama Synthetics (India) Limited,1200000
Garware Polyester Limited,1200000
Sowparnika Projects And Infrastructure Private Limited,1200000
Nova Carbons India Private Limited,1200000
Airbus Group India Private Limited,1200000
Mi Mysolar24 Private Limited,1200000
Om Multiplex And Builder Private Limited,1200000
Unique Estates Development Company Limited,1200000
Addison & Co. Limited,1200000
Grm Overseas Limited (Ltd. Co. With Part  Ix),1200000
Matrix Publicities And Media Indiaprivate Limited,1200000
Automotive Manufacturers Private Limited,1200000
Banox Exim Private Limited,1200000
P.E.S.Engineers Pvt.Ltd.,1200000
Ramkrishy Infrastructure Private Limited,1200000
Martin Fabrics And Traders Private Limited,1200000
Forace Polymers Private Limited,1200000
Shiv Agrevo Ltd,1200000
Udhav Holdings Private Limited,1200000
J N Marshall Private Limited,1200000
Paarth Infrabuild Private Limited.,1200000
Mahavir Synthesis Private Limited,1200000
Zyme Solutions Private Limited,1200000
Beverly Hills Realty Private Limited,1200000
Equitas Holdings Limited,1200000
Jayem Automotives Private Limited,1200000
Creative Textile Mills Private Limited,1200000
Access Healthcare Services Private Limited,1200000
Excel Pack Private Limited,1200000
Proconnect Supply Chain Solutions Limited,1200000
Elgi Electric And Industries Limited,1200000
Tyresoles (India) Private Limited,1200000
Incessant Technologies Private Limited,1198481
Deloitte Support Services India Private Limited,1197448
Mastercard Mobile Transactions Solutions  Private Limited,1195081
Amgoorie India Ltd,1195000
Avanti Institute Of Cardiology Pvt Ltd,1189142
Ratilal Bhagwandas Construction Company P Ltd,1189100
Madhucon Sugar And Power Industries Limited,1189000
Future Financial Servicess Private Limited,1183337
Ramco Industries Limited,1183000
Assam Edible Oils Limited,1181651
Shalina Laboratories Private Limited,1173500
Covalent Laboratories Private Limited,1170000
Polyhydron Systems Private Limited,1169256
Asha Penn Color Private Limited,1168355
Ujaas Energy Limited,1163500
Vishnu Prakash R Punglia Limited,1162736
Advik Hi-Tech Private Limited,1161073
Aimil Limited,1159635
Monte Carlo Fashions Limited,1159488
Emtici Engineering Limited,1159000
Coface India Credit Management Services Private Limited,1151758
Technico Industries Limited,1150000
Visionary Rcm Infotech (India) Private Limited,1150000
Kanakadurga Finance Limited,1150000
Medicare Environmental Management Private Limited,1150000
Radhamani Exports Private Limited,1150000
Rsh Global Private Limited,1150000
Crest Ventures Limited,1150000
Zerodha Commodities Private Limited,1150000
Ferro Tech India Private Limited,1146637
Triton Valves Limited,1143030
Pride And Expert Properties Private Limited,1140000
Weir Minerals (India) Private Limited.,1137166
Jindal Poly Films Limited,1137000
Chartered Speed Private Limited,1136748
Snl Financial (India) Private Limited,1136238
The Associated Auto Parts Private Limited,1135003
Tulip Diagnostics Private Limited,1127300
Svg Fashions Limited,1126100
Ikm Investors Private Limited,1125000
Tokai Imperial Rubber India Private Limited,1122198
Rambus Chip Technologies (India) Private Limited,1122108
Tradelink Exim (India) Private Limited,1120000
Ganpati Townships Limited,1119170
Infosoft Global Private Limited,1116580
Stericon Pharma Private Limited,1115000
Global Advertisement Services Private Limited,1112295
Osi Systems Private Limited,1111500
Chandukaka Saraf And Sons Private Limited,1111471
Prism Enterprises Private Limited,1110000
Bharat Containers (Nagpur) Pvt Ltd,1109996
Esab India Limited,1105000
Kalpataru Limited,1103000
Ra Chem Pharma Limited,1101135
G4S Corporate Services (India) Private Limited,1100900
Bankers Cardiology Private Limited,1100700
Intec Capital Limited,1100416
Nanded City Development And Construction  Company Limited,1100000
Endress And Hauser (India) Automationinstrumentation Private Limited,1100000
Nouveau Medicament Private Limited,1100000
Green Infra Solar Farms Limited,1100000
Christies India Private Limited,1100000
Financial Software And Systems Private Limited,1100000
Godrej Agrovet Limited,1100000
Pipe Hangers & Supports Private Limited,1100000
Simpson And Company Limited,1100000
Ramco Steels Private Limited,1100000
Kailash Shipping Services Private Limited,1100000
Dollar Industries Limited,1100000
Parcon (India) Pvt Ltd,1100000
Prince Gold And Diamonds India Private Limited,1100000
Pee Vee Textiles Limited,1100000
Tranter India Private Limited,1100000
Industrial Investment Trust Limited,1100000
Goel International Private Limited,1100000
Aavantika Gas Limited,1100000
Green Infra Wind Energy Project Limited,1100000
Rsm Builders & Securities Private Limited,1100000
Yoga Builders Private Limited,1100000
Param Capital Research Private Limited,1100000
Sesa Mining Corporation Limited,1100000
Cheay Investments Pvt Ltd,1100000
Prince Pipes And Fittings Private Limited,1100000
Cotmac Electronics Private Limited,1100000
Best Roadways Limited,1100000
Sharmanji Yarns Private Limited,1100000
Aryan Exporters Private Limited,1100000
Negolice India Limited,1100000
R.K.Swamy Bbdo Private Limited,1100000
Hillways Construction Company Private Limited,1100000
Bic-Cello Exports Private Limited,1100000
East India Commodites Private Limited,1100000
Act Infraport Limited,1100000
Pressmatic Engineers India Private Limited,1100000
Zenith Fibres Limited,1100000
Elegant Marbles And Grani Industries Limited,1100000
Quest Global Engineering Services Private Limited,1100000
Kamachi Industries Limited,1100000
Acquire Services Private Limited,1100000
Pioneer Urban Land & Infrastructure Limited,1098929
Eastman Auto & Power Limited,1088064
Idfc Alternatives Limited,1085891
Corpbank Securities Limited,1085000
R S Technologies Private Limited,1083571
Dinshaw S Dairy Foods Private Limited,1082970
Carlson Hotels (South Asia) Private Limited,1082267
Birla Management Centre Services Limited,1078000
Seeds Intimate Apparel India Private Limited,1076674
Gujarat Gas Limited,1075000
Exevo India Private Limited,1075000
Euro Footwear Private Limited,1075000
Sri Sarvaraya Sugars Limited,1074650
Sri Nukala Rama Koteswara Rao Textiles Private Limited,1074000
A R B Bearings Limited,1070610
Ingersoll - Rand Technologies And Services Private Limited,1069500
The Hi-Tech Gears Limited,1068662
Tmf Services India Private Limited,1062024
Toyota Logistics Kishor India Private Limited,1060000
Kama Realty (Delhi) Limited,1060000
South City Projects (Kolkata) Limited,1059000
Tolani Education Foundation,1057737
Bikaji Foods International Limited,1057500
Sri Lakshmi Godavari Spinning Mills Limited,1056409
Omni Lens Pvt Ltd,1053935
Toyota Material Handling India Private Limited,1053568
Khemani Distilleries Private Limited,1051000
Tpsc (India) Private Limited,1050000
Shree Ajit Pulp And Paper Limited,1050000
Mobisoft Telesolutions Private Limited,1050000
